Category,Subcategory,Note,Amount,Hour,DayOfWeek,Payment Mode
Food,beverage,sugarcane juice 2,30.0,0,Wednesday,Cash
Transportation,Train,Place 0 to Place 6 return 2,20.0,0,Wednesday,Cash
Transportation,auto,Current Residence to Place 0,30.0,0,Wednesday,Cash
Food,Ice cream,vanilla ice cream cups 2,20.0,0,Monday,Cash
Food,Grocery,milk 1 lit + butter milk + srikhand pav kg,148.0,0,Friday,Other
Household,Hardware,measuring tape,50.0,0,Tuesday,Cash
Money transfer,Other,,10000.0,0,Tuesday,Other
Transportation,Taxi,within city,40.0,22,Tuesday,Cash
Food,Grocery,sabudana + rajgira ladu,85.0,22,Tuesday,Cash
Transportation,auto,Place 0 to Current Residence,30.0,22,Tuesday,Cash
Transportation,Train,2 Place 3m to vadala rd,10.0,22,Tuesday,Cash
Transportation,Bus,BEST 138 - Marine drive to Place 3m,12.0,22,Tuesday,Cash
Food,Tea,,10.0,22,Tuesday,Cash
Other,Other,fine,400.0,22,Tuesday,Cash
Food,Dinner,At restaurant,2421.0,22,Tuesday,Other
Transportation,Train,2 Santacruz to churchgate,20.0,22,Tuesday,Cash
Food,breakfast,sugarcane juice 2,30.0,22,Tuesday,Cash
Transportation,auto,share auto - mumbai University Kalina to Santacruz station,40.0,22,Tuesday,Cash
Transportation,auto,Current Residence to Place 0,30.0,12,Tuesday,Cash
Transportation,Train,2 Santacruz return,80.0,12,Tuesday,Cash
Transportation,auto,Santacruz to Kalina University,57.0,12,Tuesday,Cash
Transportation,Train,2 TB return,40.0,18,Monday,Cash
Transportation,auto,Place 0 to Current Residence,30.0,18,Monday,Cash
Transportation,auto,Current Residence to Place 0,30.0,18,Monday,Cash
Food,Lunch,6 chapati(8 rs) + half rice,88.0,18,Monday,Other
Household,Appliances,3 Wall clock cell,55.0,9,Monday,Cash
Food,Milk,milk 1lit  + amul butter milk,76.0,9,Monday,Other
Transportation,Train,Place 0 to WS returns,20.0,23,Sunday,Cash
Transportation,auto,Current Residence to Place 0,30.0,23,Sunday,Cash
Household,Kirana,,846.0,10,Sunday,Other
Household,Kitchen,dustbin + basin sink cover,360.0,0,Sunday,Cash
Food,snacks,2 Jumbo king burger,58.0,0,Sunday,Other
Household,Appliances,exide inverter battery 150amp,8500.0,20,Saturday,Other
Household,Appliances,tube and inverter fitting,1600.0,20,Saturday,Cash
Household,Kitchen,hp cylinder,920.0,20,Saturday,Cash
Food,Dinner,veg paneer tikka 4 roti,318.0,20,Saturday,Other
subscription,Tata Sky,,100.0,20,Saturday,Other
Food,Lunch,veg triple Schwan fried rice,247.0,13,Saturday,Other
Food,Grocery,milk 1 lit + butter milk,75.0,13,Friday,Cash
Food,Tea,3 tea yevle amrutullya,30.0,13,Friday,Cash
Food,Lunch,At restaurant,100.0,13,Friday,Cash
Food,Ice cream,2 vanilla + 2 butterscotch,80.0,2,Thursday,Cash
Education,Stationary,stamp pad,30.0,22,Wednesday,Cash
Transportation,Taxi,Place 2 to Place 1,5500.0,21,Wednesday,Other
Food,snacks,pav vada,10.0,22,Tuesday,Cash
Money transfer,Other,To Family,23.0,8,Sunday,Cash
Food,beverage,sugarcane juice 2,30.0,8,Sunday,Cash
Education,Stationary,laminated colour print out,25.0,8,Sunday,Cash
Apparel,Clothing,undergarments pair of Jockey,498.0,8,Sunday,Other
Family,Pocket money,,500.0,13,Saturday,Cash
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,11,Saturday,Other
Gift,Other,farewell contribution,400.0,17,Thursday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,17,Monday,Other
Other,Other,laptop repair (format 350 + quick heal pro 500),850.0,0,Saturday,Other
Other,Other, courier,75.0,0,Thursday,Cash
Food,snacks,single pav vada,10.0,0,Thursday,Cash
Family,Pocket money,,1000.0,0,Thursday,Cash
Gift,Other,Handbag to Family,1499.0,0,Wednesday,Other
Food,fruits,half kg chiku,30.0,0,Friday,Cash
Food,fruits,1 kg apple,140.0,0,Friday,Cash
Food,Grocery,vegetables,195.0,0,Friday,Cash
Food,Grocery,jira + toast pav kilo,110.0,0,Friday,Other
Transportation,auto,within city,40.0,0,Tuesday,Cash
Food,Tea,,10.0,0,Tuesday,Cash
Transportation,Bus,N to M,330.0,0,Tuesday,Cash
Apparel,Laundry,clothes ironing,38.0,0,Sunday,Cash
Food,beverage,5 pouch of shreejal,60.0,0,Sunday,Other
Food,snacks,samosa + sabudana vada,53.0,0,Sunday,Cash
Food,Milk,half liter buffalo,30.0,0,Sunday,Cash
Health,Medicine,meftal spas,8.0,0,Thursday,Cash
Food,Dinner,parath + chicken biryani,412.25,0,Thursday,Other
Food,beverage,shreejal 1,12.0,0,Thursday,Cash
Food,breakfast,parle top biscuits,10.0,0,Thursday,Cash
Food,snacks,chicken roll,50.0,0,Thursday,Other
subscription,Edtech Course,,2700.1,0,Thursday,Other
Food,Dinner,At restaurant,1160.0,0,Thursday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,0,Thursday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,0,Monday,Other
Food,Milk,half liter buffalo,33.0,0,Monday,Other
Money transfer,Other,,10000.0,0,Monday,Other
Food,Milk,half liter buffalo,35.0,9,Tuesday,Other
Food,Milk,half liter buffalo,35.0,7,Monday,Other
Food,snacks,single pav vada,15.0,7,Monday,Cash
Food,Dinner,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),250.0,20,Sunday,Cash
Food,snacks,cheese chilli toast sandwich 1,60.0,20,Sunday,Cash
Food,snacks,2 Shegaon kachori (nasik),30.0,19,Sunday,Cash
Food,breakfast,brown bread,35.0,19,Sunday,Other
Food,Milk,half liter buffalo,35.0,19,Sunday,Cash
Transportation,auto,within city,30.0,19,Sunday,Cash
Transportation,Bus,2 tickets Place 2 to N,510.0,19,Sunday,Cash
Transportation,auto,within city,30.0,19,Sunday,Cash
subscription,Tata Sky,,181.0,19,Monday,Other
Gift,Other,Birthday gift,649.0,11,Monday,Other
Family,Pocket money,,2000.0,19,Sunday,Other
Food,Grocery,,410.0,19,Sunday,Cash
subscription,Mobile Service Provider,Mobile Service Provider recharge,149.0,19,Saturday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,19,Friday,Other
Food,snacks,2 Bombay vada pav,20.0,0,Thursday,Cash
Family,medicine,syrup,145.0,0,Thursday,Other
Transportation,auto,GHroad to Permanent Residence,40.0,16,Monday,Cash
Household,Furniture,chair pair,2400.0,11,Monday,Other
Other,Other,adhar pvc card order,50.0,8,Monday,Other
Food,Grocery,chole + shev,140.0,8,Sunday,Cash
Food,Grocery,fruits and vegetables + kirana,540.0,8,Sunday,Cash
Food,Grocery,3 chips packets + bread,45.0,0,Wednesday,Cash
Health,Medicine,adulsa ( tonic for cough ),90.0,0,Wednesday,Other
Food,fruits,1 kg apple + bananas,160.0,0,Sunday,Cash
Food,Grocery,Himalaya soap(30) + Sofie (59) + kitkat (10),99.0,0,Friday,Other
Beauty,grooming,hair cut+shaving,80.0,0,Friday,Cash
subscription,Netflix,1 month subscription,149.0,0,Tuesday,Other
Transportation,auto,Place 2 bus stand to Permanent Residence,50.0,0,Tuesday,Cash
Food,snacks,woffel,175.0,0,Saturday,Other
Transportation,auto,Current Residence to hotel on highway,50.0,0,Saturday,Cash
Transportation,Travels,Place 1 to Place 2 - Novelty tour and travels,1396.5,0,Thursday,Other
Food,Dinner,veg paneer tikka 3 roti,294.0,0,Thursday,Other
Food,Milk,milk 0.5 lit ,31.0,0,Thursday,Cash
Household,Appliances,moscuito racket,200.0,0,Thursday,Cash
Food,snacks,4 Shegaon kachori,48.0,0,Thursday,Other
Household,Appliances,inverter battery check,100.0,0,Monday,Cash
Food,Milk,milk 0.5 lit ,31.0,0,Monday,Cash
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,0,Monday,Other
Food,Grocery,biscuits+icecream,40.0,0,Saturday,Cash
subscription,Edtech Course,,2816.92,0,Wednesday,Other
Food,Grocery,fruits and vegetables,140.0,0,Wednesday,Cash
Food,chocolate,Pastry 2,50.0,0,Wednesday,Cash
Food,Tea,yevle amrutullya,20.0,0,Wednesday,Cash
Food,Milk,milk 0.5 lit ,31.0,0,Wednesday,Other
Food,Lunch,2 uttapam,310.0,0,Wednesday,Cash
Food,Water,,70.0,0,Wednesday,Cash
Food,Lunch,farm house pizza,330.0,0,Wednesday,Cash
Culture,Movie,Imax 3D,400.0,0,Wednesday,Cash
Transportation,train,Place 0 to WS returns,20.0,0,Wednesday,Cash
Transportation,auto,Current Residence to Place 0,30.0,0,Wednesday,Cash
Transportation,auto,Current Residence to Place 0,60.0,0,Wednesday,Cash
Household,Kitchen,belan,110.0,0,Wednesday,Cash
Food,Dinner,1 veg noodles + 1 chicken soup + 1 egg fried rice,386.0,0,Wednesday,Other
Food,Grocery,fruits and vegetables,510.0,0,Sunday,Other
Health,Medicine,antibiotics,354.0,0,Sunday,Other
Food,Grocery,1kg atta,40.0,0,Sunday,Cash
Household,Kitchen,Channi + viper+ ghasni,50.0,0,Sunday,Other
Food,Dinner,pizza meal,340.0,0,Sunday,Other
Health,Hospital,Doctor Fees,300.0,0,Sunday,Other
Money transfer,Other,,100000.0,0,Sunday,Other
Food,Grocery,milk + butter + biscuits/toast,77.0,20,Saturday,Other
Food,Dinner,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,375.0,20,Saturday,Other
Food,snacks,1 Panipuri,25.0,19,Saturday,Cash
Gift,Other,Birthday gift,1096.0,17,Saturday,Other
Health,Medicine,strepsils 1 strip,24.0,15,Saturday,Other
Food,Lunch,veg fried rice,170.0,15,Saturday,Other
subscription,Edtech Course,EMI 1,2816.0,13,Saturday,Cash
Food,Grocery,edible oil,160.0,9,Saturday,Other
Transportation,auto,Permanent Residence to bus stand,100.0,21,Friday,Cash
Other,Other,xerox,25.0,19,Thursday,Cash
Food,snacks,2 chips packets,10.0,19,Thursday,Cash
Food,flour mill,1 sher bajri 1 kg dadar 1 kg makka,14.0,18,Thursday,Cash
subscription,Tata Sky,,214.0,9,Thursday,Other
Transportation,train,LTT to Place 2 (Patna Exp) cancellation,403.0,7,Thursday,Other
Gift,Other,Nokia 215 mobile for Aai,3195.0,7,Thursday,Other
Food,Grocery,Monaco biscuits,10.0,18,Wednesday,Cash
Other,Other,specs,1780.0,18,Wednesday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,14,Sunday,Other
Gift,Other,farewell contribution,285.0,11,Thursday,Other
Transportation,train,Place 5 to Place 1 sevagram,11.8,10,Thursday,Other
Family,clothes,sweater,1874.0,21,Wednesday,Other
Transportation,train,LTT to Place 2 cancellation,251.8,19,Wednesday,Other
Transportation,Travels,Place 2 to Place 1 - Novelty tour and travels,1900.0,19,Wednesday,Other
Food,snacks,2 dabeli,30.0,18,Monday,Cash
Household,Toiletries,sensitive toothbrush,49.0,18,Monday,Other
Food,snacks,chips 1 Kurkure (19) 1 lays (10),29.0,17,Monday,Cash
Food,fruits,1 kg mosambi 1 kg apple,170.0,17,Monday,Cash
Family,Pocket money,,2000.0,20,Sunday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,13,Saturday,Other
Food,vegetables,,200.0,21,Wednesday,Cash
Other,Other,kalnirnay calender,35.0,21,Tuesday,Cash
Household,Toiletries,oralB toothbrush with cap,25.0,21,Tuesday,Cash
Gift,Other,farewell contribution,350.0,18,Tuesday,Other
Other,Other,jeevan drop,45.0,0,Saturday,Cash
Health,Hospital,Doctor Fees,200.0,0,Saturday,Cash
Health,Medicine,eye drop maxmoist,257.0,0,Saturday,Other
Food,Ice cream,chocobar,30.0,0,Wednesday,Cash
Investment,Mutual fund,,1000.0,0,Wednesday,Other
Recurring Deposit,Other,,1000.0,0,Wednesday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,0,Monday,Other
Food,Grocery,cheese cubes(2),30.0,0,Friday,Other
Other,Other,OTT Platform 1 subscription,199.0,0,Friday,Other
Investment,Mutual fund,,1000.0,0,Tuesday,Other
Family,medicine,tonic,155.0,0,Thursday,Cash
Investment,Mutual fund,,1000.0,0,Thursday,Other
Recurring Deposit,Other,,1000.0,0,Thursday,Other
Food,vegetables,gilke,25.0,0,Tuesday,Cash
Food,vegetables,kadhipatta + 2 lemon,10.0,0,Tuesday,Cash
Food,vegetables,kandyachi paat,8.0,0,Tuesday,Cash
Food,vegetables,tomato,30.0,0,Tuesday,Cash
Food,vegetables,onion 1 kg,25.0,0,Tuesday,Cash
Food,vegetables,val + methi + lady finger,50.0,0,Tuesday,Cash
Food,vegetables,carrets + brinjal + flower,90.0,0,Tuesday,Cash
Food,snacks,3 chips packets,15.0,0,Tuesday,Cash
Food,snacks,pav bhaji pav 3 packets (8pcs each),45.0,0,Tuesday,Cash
Food,fruits,8 bananas,20.0,0,Tuesday,Cash
Food,Grocery,Colgate max fresh medium,55.0,0,Saturday,Cash
Food,chocolate,2 milkybar,20.0,0,Saturday,Cash
Investment,Public Provident Fund,,40000.0,0,Tuesday,Other
Money transfer,Other,,10000.0,0,Tuesday,Other
Family,clothes,leggings,500.0,20,Wednesday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,11,Wednesday,Other
subscription,Mobile Service Provider,mobile recharge sim 2,98.0,6,Wednesday,Other
Family,misc,Himalaya shampoo,60.0,21,Tuesday,Cash
Household,Appliances,Metz 32 inch TV,20500.0,18,Monday,Other
Other,Other,flour mill,8.0,18,Monday,Cash
Food,Ice cream,mava 1 large,20.0,6,Monday,Cash
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,9,Friday,Other
Transportation,auto,within city,50.0,9,Monday,Cash
Health,Medicine,strepsils,15.0,9,Monday,Cash
Transportation,auto,within city,70.0,9,Monday,Cash
Transportation,auto,Locality V to Permanent Residence,50.0,11,Sunday,Cash
Food,chocolate,poppins,2.0,12,Saturday,Cash
Food,Eating out,"3 parathe , 1 Hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",1087.0,12,Saturday,Other
Transportation,auto,within city,50.0,12,Saturday,Cash
Food,Water,two water bottles,40.0,12,Saturday,Cash
Other,Other,Sayaji baug express (50/adult),100.0,12,Saturday,Cash
Transportation,auto,ola auto - BRC ,40.0,12,Saturday,Cash
Transportation,Bus,Place T to brc,94.0,12,Saturday,Cash
Transportation,Taxi,share jeep - Place T top to base (50/person),100.0,11,Saturday,Cash
Food,beverage,lemon juice ( 20/person),40.0,11,Saturday,Cash
Other,Other,"Puja saman (150 for 5 Nariyal, 400 for 1kg sweets and 190 for rest)",740.0,11,Saturday,Cash
Transportation,ropeway,ropeway Place T to and fro (169/person),338.0,11,Saturday,Cash
Transportation,Taxi,share jeep - Place T base to top (50/person),100.0,11,Saturday,Cash
Transportation,auto,share auto - Place H to Place T base (20/person),40.0,11,Saturday,Cash
Transportation,Bus,bus - brc to Place H ( 27/person),54.0,11,Saturday,Cash
Transportation,auto,within city,80.0,11,Saturday,Cash
Food,snacks,single pav vada,10.0,20,Thursday,Cash
Food,Grocery,lemons,20.0,20,Tuesday,Cash
Other,Other,flowers,10.0,20,Tuesday,Cash
Food,fruits,apple + mosambi 1kg each,180.0,20,Tuesday,Cash
Transportation,Travels,Veer Travels - BRC to Place 2 ( 2 Adults),1800.0,20,Monday,Other
Transportation,Travels,Kabra Travels - Place 2 to BRC (2 Adults),4662.0,20,Monday,Other
Health,Medicine,mouth fresh,55.0,0,Sunday,Cash
Food,snacks,Bombay vada pav,10.0,0,Sunday,Cash
Transportation,auto,Permanent Residence to Bandhu prem,40.0,0,Tuesday,Cash
Investment,RD,RD,1000.0,0,Tuesday,Other
Investment,LIC,Life Insurance,11286.0,0,Tuesday,Other
Investment,Mutual fund,,1000.0,0,Tuesday,Other
Investment,Mutual fund,,1000.0,0,Tuesday,Other
Other,Other,gulal,10.0,0,Sunday,Cash
subscription,Netflix,1 month subscription,199.0,0,Thursday,Other
Food,Eating out,ice cream,45.0,0,Monday,Cash
Transportation,auto,Permanent Residence to hospital,30.0,0,Wednesday,Cash
Investment,RD,RD,1000.0,0,Wednesday,Other
Investment,Mutual fund,,1000.0,0,Wednesday,Other
Festivals,Diwali,firecracker,50.0,0,Monday,Cash
Food,Grocery,butter + frozen vatana+ 9 pan,240.0,0,Friday,Cash
Other,Other,cake + Happy Birthday letters,470.0,0,Friday,Other
Health,Medicine,medicine,700.0,0,Friday,Other
Grooming,Saloon,cutting + shaving,80.0,0,Thursday,Cash
Festivals,Diwali,firecracker,450.0,0,Monday,Cash
Food,fruits,mosambi 1kg,50.0,0,Monday,Cash
Investment,Public Provident Fund,,10000.0,0,Monday,Other
Money transfer,Other,,10000.0,0,Monday,Other
Festivals,Diwali,Mi band 5 ( Bhaiduj gift),1999.0,7,Monday,Other
Health,Medicine,syrup+tablet+ mortein refill,221.0,7,Friday,Other
Transportation,auto,Permanent Residence to pathology,40.0,7,Friday,Cash
subscription,Mobile Service Provider,,251.0,13,Thursday,Other
Family,gift,Undated Planner - June shop,1119.2,13,Thursday,Other
Food,Grocery,mehndi,25.0,13,Thursday,Cash
Food,fruits,apple + mosambi 1kg each,170.0,10,Thursday,Cash
Health,Medicine,,617.0,13,Wednesday,Other
Food,snacks,egg roll,25.0,18,Tuesday,Cash
Food,Grocery,popcorn+mehndi+mosambi+orange+all out refill,320.0,8,Monday,Cash
Food,Grocery,Khari,35.0,20,Saturday,Cash
Food,Eating out,pav vada,20.0,20,Saturday,Cash
Food,Grocery,butter + paneer + pav+batate+tamate,215.0,17,Monday,Cash
Food,Grocery,,430.0,10,Saturday,Other
Food,Grocery,sugar + biscuits,120.0,11,Friday,Other
Family,misc,scratch guard ipad,249.0,14,Thursday,Other
Food,Grocery,coconut,150.0,0,Saturday,Other
Food,Grocery,apple half kg+ mixer repair+flowers,100.0,0,Monday,Cash
Investment,RD,,1000.0,0,Monday,Other
Investment,Mutual fund,,1000.0,0,Monday,Other
Investment,Mutual fund,,1000.0,0,Monday,Other
Family,misc,scratch guard ipad,249.0,0,Saturday,Other
Health,Medicine,,40.0,0,Saturday,Other
Transportation,auto,Permanent Residence to hospital to n fro,80.0,0,Saturday,Other
Food,Grocery,mosambi 1kg+ gavar pav kilo+lemon 3 + kothimbir,90.0,0,Saturday,Other
Beauty,grooming,razor,174.0,0,Wednesday,Other
subscription,Netflix,1 month subscription,199.0,0,Sunday,Other
Investment,RD,,1000.0,0,Tuesday,Other
Investment,Mutual fund,,1000.0,0,Tuesday,Other
Festivals,Navratri,vargini,200.0,0,Sunday,Cash
Investment,Public Provident Fund,,10000.0,0,Sunday,Other
Money transfer,Other,,10000.0,0,Sunday,Other
Other,Other,flour mill,32.0,7,Wednesday,Cash
Food,Milk,,33.0,15,Monday,Cash
Food,Grocery,chocobar+milk+chips,95.0,6,Thursday,Cash
subscription,Mobile Service Provider,,251.0,13,Wednesday,Other
Family,gift,baggit purse,437.0,10,Wednesday,Other
Food,snacks,brownie,70.0,9,Tuesday,Cash
Food,Eating out,riverdine date,845.0,9,Tuesday,Other
Food,Grocery,bread,35.0,0,Friday,Cash
Food,Milk,half liter buffalo,35.0,0,Friday,Cash
Food,snacks,vanilla ice cream cups 2,20.0,0,Friday,Other
Food,Grocery,badishop,70.0,0,Wednesday,Cash
Food,Milk,half liter buffalo,35.0,0,Wednesday,Other
Transportation,auto,meghdoot to plaza,20.0,0,Wednesday,Cash
Investment,RD,,1000.0,0,Sunday,Other
Investment,Mutual fund,,1000.0,0,Sunday,Other
Food,Milk,1lit buffalo milk,70.0,0,Friday,Cash
Food,beverage,cold coffee,30.0,0,Tuesday,Other
Food,Grocery,bread,20.0,0,Tuesday,Cash
subscription,Mobile Service Provider,,251.0,0,Tuesday,Other
Food,Eggs,1 dozen,72.0,0,Saturday,Cash
Investment,Mutual fund,,1000.0,0,Saturday,Other
Transportation,Travels,Place 6 to Place 2,598.5,0,Thursday,Other
Investment,RD,,1000.0,0,Monday,Other
Investment,Mutual fund,,1000.0,0,Monday,Other
Transportation,Travels,Place 2 to mum,750.0,0,Saturday,Other
subscription,Mobile Service Provider,,251.0,0,Saturday,Other
Investment,Public Provident Fund,,10000.0,0,Saturday,Other
Money transfer,Other,,10000.0,0,Saturday,Other
Festivals,Ganesh Pujan,Ganesh idol,361.0,11,Monday,Cash
Household,Kitchen,boric powder,40.0,10,Monday,Cash
Household,Toiletries,lizol,98.0,10,Monday,Other
Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,7,Wednesday,Other
Family,Pocket money,,2000.0,17,Tuesday,Other
Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,13,Monday,Other
Other,Other,earphones,100.0,8,Sunday,Cash
subscription,Mobile Service Provider,,251.0,14,Thursday,Other
Other,Other,pens,5.0,16,Sunday,Cash
Grooming,Saloon,hair cut,100.0,16,Sunday,Cash
Investment,LIC,Life Insurance,11286.0,0,Tuesday,Other
Investment,RD,,1000.0,0,Saturday,Other
Investment,Mutual fund,,1000.0,0,Saturday,Other
subscription,Mobile Service Provider,,251.0,0,Thursday,Other
Investment,Mutual fund,,1000.0,0,Friday,Other
Family,exam fee,PET Psychology,750.0,0,Friday,Other
Investment,RD,,1000.0,0,Sunday,Other
Investment,Mutual fund,,1000.0,0,Sunday,Other
Family,misc,ipad cover,260.0,0,Friday,Other
Investment,Public Provident Fund,,10000.0,0,Friday,Other
Money transfer,Other,,15000.0,0,Friday,Other
Other,Other,frame for specs,250.0,18,Sunday,Cash
subscription,Mobile Service Provider,,251.0,10,Monday,Other
subscription,Mobile Service Provider,,251.0,16,Thursday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge 365 days,2599.0,7,Wednesday,Other
Health,Medicine,citrizen + crocine,10.0,10,Wednesday,Cash
Investment,RD,,1000.0,0,Wednesday,Other
Investment,Mutual fund,Mutual fund C,1000.0,0,Wednesday,Other
Investment,Mutual fund,Mutual fund B,1000.0,0,Thursday,Other
Investment,RD,,1000.0,0,Saturday,Other
Investment,Mutual fund,Mutual fund A,1000.0,0,Saturday,Other
subscription,Mobile Service Provider,,251.0,0,Saturday,Other
subscription,Mobile Service Provider,,251.0,0,Thursday,Other
Family,misc,Family Mobile Service Provider recharge,2599.0,0,Thursday,Other
Investment,Public Provident Fund,,10000.0,0,Thursday,Other
Money transfer,Other,,15000.0,0,Thursday,Other
Other,Other,pan card application,106.9,11,Thursday,Other
Transportation,Travels,Chalisgaon to Baroda return,3200.0,17,Monday,Other
subscription,Mobile Service Provider,,251.0,10,Monday,Other
subscription,Amazon Prime,Amazon prime subscription,995.0,12,Thursday,Other
subscription,Mobile Service Provider,Mobile Service Provider sim card porting,350.0,11,Wednesday,Other
Food,snacks,icecream,140.0,22,Monday,Other
Food,Grocery,grocery,600.0,18,Sunday,Other
Family,exam fee,Family exam form,905.0,17,Sunday,Other
Other,Other,flour mill,38.0,19,Saturday,Cash
Food,Eggs,,84.0,0,Tuesday,Cash
subscription,Mobile Service Provider,,251.0,0,Tuesday,Other
Investment,RD,,1000.0,0,Thursday,Other
Investment,Mutual fund,Mutual fund C,1000.0,0,Thursday,Other
Investment,Mutual fund,Mutual fund B,1000.0,0,Wednesday,Other
Investment,RD,,1000.0,0,Friday,Other
Investment,Mutual fund,Mutual fund A,1000.0,0,Friday,Other
Food,Grocery,biscuits + medicine,68.0,0,Friday,Cash
Investment,Public Provident Fund,,10000.0,0,Wednesday,Other
Money transfer,Other,,10000.0,0,Wednesday,Other
Food,Water,1 Jar,25.0,0,Wednesday,Cash
Transportation,auto,Permanent Residence to LB road,50.0,9,Tuesday,Other
subscription,Mobile Service Provider,,251.0,12,Monday,Other
Food,Grocery,sanitary napkins+chocolates+Maggie+khajoor,504.0,19,Sunday,Other
Grooming,Saloon,hair cut+shaving,120.0,11,Sunday,Other
Transportation,auto,Permanent Residence to nearby hospital,40.0,11,Sunday,Cash
Food,Grocery,agarbatti + icecream pack,180.0,9,Thursday,Other
Investment,LIC,Life Insurance,11286.0,21,Tuesday,Other
Other,Other,Aadhar mobile number and email id updated,100.0,12,Tuesday,Cash
subscription,Mobile Service Provider,,251.0,20,Monday,Other
Investment,RD,,1000.0,0,Wednesday,Other
Investment,Mutual fund,Mutual fund C,1000.0,0,Wednesday,Other
Investment,Mutual fund,Mutual fund B,1000.0,0,Tuesday,Other
subscription,Mobile Service Provider,,251.0,0,Sunday,Other
Investment,RD,,1000.0,0,Thursday,Other
Investment,Mutual fund,Mutual fund A,1000.0,0,Thursday,Other
subscription,Mobile Service Provider,,251.0,0,Saturday,Other
Other,Other,flour mill,25.0,0,Friday,Cash
Investment,Public Provident Fund,,10000.0,0,Tuesday,Other
Money transfer,Other,,10000.0,0,Tuesday,Other
subscription,Hotstar,subscription,299.0,22,Thursday,Other
Food,Grocery,dettol handwash + khari + toast + goodday,259.0,8,Tuesday,Other
subscription,Kindle unlimited,kindle unlimited,169.0,22,Sunday,Other
subscription,Mobile Service Provider,,251.0,10,Wednesday,Other
Household,Toiletries,sensodyne toothbrush,50.0,21,Saturday,Cash
subscription,Mobile Service Provider,,251.0,7,Friday,Other
Investment,RD,,1000.0,0,Sunday,Other
Investment,Mutual fund,Mutual fund C,1000.0,0,Sunday,Other
subscription,Mobile Service Provider,,251.0,0,Friday,Other
Food,Grocery,,1279.0,0,Friday,Other
Investment,Mutual fund,Mutual fund B,1000.0,0,Monday,Other
Investment,RD,,1000.0,0,Wednesday,Other
Investment,Mutual fund,Mutual fund A,1000.0,0,Wednesday,Other
subscription,OTT Platform,subscription 1 yr,300.0,0,Friday,Other
subscription,Mobile Service Provider,,251.0,0,Thursday,Other
Food,beverage,rasna orange,20.0,0,Thursday,Cash
Transportation,auto,LB road to Permanent Residence,50.0,0,Thursday,Cash
Other,Other,jeevan drop,30.0,0,Thursday,Cash
Investment,Public Provident Fund,,10000.0,0,Monday,Other
Money transfer,Other,,10000.0,0,Monday,Other
Other,Other,owalni,100.0,5,Tuesday,Cash
Other,Other,hit spray(99)+biscuits+mask,159.0,15,Monday,Other
subscription,Kindle unlimited,kindle unlimited,169.0,14,Tuesday,Other
subscription,Mobile Service Provider,,251.0,4,Monday,Other
Food,Grocery,sambhar masala,35.0,12,Sunday,Cash
Other,Other,print out,5.0,12,Sunday,Cash
Gift,Other,Ganesh murthi,80.0,12,Wednesday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,17,Tuesday,Other
Food,Grocery,cheese cubes(2)+ neutralite butter,60.0,0,Thursday,Cash
Other,Other,watch repair,250.0,0,Thursday,Cash
Education,School supplies,Gel pens,20.0,0,Thursday,Cash
Investment,RD,,1000.0,0,Monday,Other
Investment,Mutual fund,Mutual fund C,1000.0,0,Monday,Other
Investment,Mutual fund,Mutual fund B,1000.0,0,Wednesday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,0,Friday,Other
Investment,RD,,1000.0,0,Tuesday,Other
Investment,Mutual fund,Mutual fund A,1000.0,0,Tuesday,Other
Investment,Public Provident Fund,,10000.0,0,Wednesday,Other
Food,snacks,biscuits,70.0,19,Sunday,Other
Grooming,Saloon,hair cut,100.0,10,Sunday,Cash
Food,snacks, pedhe,100.0,10,Sunday,Other
Other,Other,flour mill,11.0,10,Sunday,Cash
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,7,Saturday,Other
Other,Other,moscuito racket,250.0,7,Saturday,Cash
Food,snacks, pedhe,50.0,7,Saturday,Other
Money transfer,Other,,10000.0,20,Friday,Other
subscription,Audible,audible subscription,199.0,6,Wednesday,Other
Food,snacks,5star (2)+munch(2),40.0,21,Monday,Cash
subscription,Kindle unlimited,kindle unlimited,169.0,9,Monday,Other
